number,district,address,amount
4.613,Калининский ,"Суздальский пр., д.105, к.3",6
4.614,Калининский ,"Суздальский пр., д.107",9
4.615,Калининский ,"Суздальский пр., д.109",7
4.616,Калининский ,"Суздальский пр., д.65",2
4.617,Калининский ,"Суздальский пр., д.67",9
4.618,Калининский ,"Суздальский пр., д.73",2
4.619,Калининский ,"Суздальский пр., д.77, к.1",2
4.620,Калининский ,"Суздальский пр., д.93, к.1",9
4.621,Калининский ,"Суздальский пр., д.93, к.2",3
4.622,Калининский ,"Суздальский пр., д.93, к.3",9
4.623,Калининский ,"Суздальский пр., д.95",7
4.624,Калининский ,"Тимуровская ул., д.10, к.1",2
4.625,Калининский ,"Тимуровская ул., д.10, к.3",6
4.626,Калининский ,"Тимуровская ул., д.11, к.1",2
4.627,Калининский ,"Тимуровская ул., д.12, к.2",3
4.628,Калининский ,"Тимуровская ул., д.15, к.1",5
4.629,Калининский ,"Тимуровская ул., д.15, к.2",1
4.630,Калининский ,"Тимуровская ул., д.18",6
4.631,Калининский ,"Тимуровская ул., д.19/30",1
4.632,Калининский ,"Тимуровская ул., д.20",6
4.633,Калининский ,"Тимуровская ул., д.22, к.1",6
4.634,Калининский ,"Тимуровская ул., д.23, к.1",2
4.635,Калининский ,"Тимуровская ул., д.24, к.1",6
4.636,Калининский ,"Тимуровская ул., д.26, к.2",7
4.637,Калининский ,"Тимуровская ул., д.28, к.1",6
4.638,Калининский ,"Тимуровская ул., д.8, к.2",2
4.639,Калининский ,"Тихорецкий пр., д.1, к.1",2
4.640,Калининский ,"Тихорецкий пр., д.15, к.1",2
4.641,Калининский ,"Тихорецкий пр., д.25, к.1",10
4.642,Калининский ,"Тихорецкий пр., д.25, к.3",2
4.643,Калининский ,"Тихорецкий пр., д.31, к.2",7
4.644,Калининский ,"Тихорецкий пр., д.37",2
4.645,Калининский ,"Тихорецкий пр., д.39",10
4.646,Калининский ,"Тихорецкий пр., д.5, к.2",5
4.647,Калининский ,"Тихорецкий пр., д.5, к.3",1
4.648,Калининский ,"Тихорецкий пр., д.7, к.2",3
4.649,Калининский ,"Тихорецкий пр., д.7, к.6",2
4.650,Калининский ,"Учительская ул., д.12, к.2",6
4.651,Калининский ,"Учительская ул., д.14",7
4.652,Калининский ,"Учительская ул., д.15, к.1",6
4.653,Калининский ,"Учительская ул., д.17, к.2",9
4.654,Калининский ,"Учительская ул., д.5, к.2",9
4.655,Калининский ,"Учительская ул., д.6, к.1",7
4.656,Калининский ,"Учительская ул., д.9, к.1",2
4.657,Калининский ,"Учительская ул., д.9А",1
4.658,Калининский ,"Ушинского ул., д.10, к.2",2
4.659,Калининский ,"Ушинского ул., д.13",3
4.660,Калининский ,"Ушинского ул., д.15, к.1",9
4.661,Калининский ,"Ушинского ул., д.17, к.2",2
4.662,Калининский ,"Ушинского ул., д.21",3
4.663,Калининский ,"Ушинского ул., д.23, к.1",9
4.664,Калининский ,"Ушинского ул., д.3, к.2",2
4.665,Калининский ,"Ушинского ул., д.33, к.2",3
4.666,Калининский ,"Ушинского ул., д.35, к.2",1
4.667,Калининский ,"Ушинского ул., д.39, к.1",4
4.668,Калининский ,"Ушинского ул., д.39, к.2",3
4.669,Калининский ,"Ушинского ул., д.39, к.3",7
4.670,Калининский ,"Ушинского ул., д.5, к.2",3
4.671,Калининский ,"Ушинского ул., д.9, к.2",2
4.672,Калининский ,"Фаворского ул., д.16",1
4.673,Калининский ,"Федосеенко ул., д.18",1
4.674,Калининский ,"Федосеенко ул., д.19",2
4.675,Калининский ,"Федосеенко ул., д.24",3
4.676,Калининский ,"Федосеенко ул., д.26",3
4.677,Калининский ,"Федосеенко ул., д.28",2
4.678,Калининский ,"Федосеенко ул., д.30",3
4.679,Калининский ,"Федосеенко ул., д.32",3
4.680,Калининский ,"Федосеенко ул., д.33",3
4.681,Калининский ,"Федосеенко ул., д.34",2
4.682,Калининский ,"Федосеенко ул., д.35",3
4.683,Калининский ,"Федосеенко ул., д.36",3
4.684,Калининский ,"Федосеенко ул., д.39",3
4.685,Калининский ,"Хлопина ул., д.10",5
4.686,Калининский ,"Черкасова ул., д.10, к.1",6
4.687,Калининский ,"Черкасова ул., д.10, к.2",5
4.688,Калининский ,"Черкасова ул., д.13",9
4.689,Калининский ,"Черкасова ул., д.15",1
4.690,Калининский ,"Черкасова ул., д.17",9
4.691,Калининский ,"Черкасова ул., д.19, к.1",5
4.692,Калининский ,"Черкасова ул., д.2",3
4.693,Калининский ,"Черкасова ул., д.21",9
4.694,Калининский ,"Черкасова ул., д.3",9
4.695,Калининский ,"Черкасова ул., д.4, к.1",8
4.696,Калининский ,"Черкасова ул., д.4, к.2",1
4.697,Калининский ,"Черкасова ул., д.6, к.1",6
4.698,Калининский ,"Черкасова ул., д.6, к.2",6
4.699,Калининский ,"Черкасова ул., д.6, к.3",5
4.700,Калининский ,"Черкасова ул., д.7, к.1",5
4.701,Калининский ,"Черкасова ул., д.7, к.2",11
4.702,Калининский ,"Черкасова ул., д.8, к.1",6
4.703,Калининский ,"Черкасова ул., д.8, к.2.",1
4.704,Калининский ,"Черкасова ул., д.8, к.3",6
4.705,Калининский ,"Черкасова ул., д.9",9
4.706,Калининский ,"Чугунная ул., д.52",4
5.1,Кировский,"Автовская ул., д.15, к.2",4
5.2,Кировский,"Автовская ул., д.3",4
5.3,Кировский,"Автовская ул., д.5",13
5.4,Кировский,"Васи Алексеева ул., д. 26",2
5.5,Кировский,"Васи Алексеева ул., д.20",4
5.6,Кировский,"Ветеранов пр., д.109",2
5.7,Кировский,"Ветеранов пр., д.122",6
5.8,Кировский,"Ветеранов пр., д.14",13
5.9,Кировский,"Ветеранов пр., д.19",13
5.10,Кировский,"Ветеранов пр., д.21",4
5.11,Кировский,"Ветеранов пр., д.39",13
5.12,Кировский,"Ветеранов пр., д.43",4
5.13,Кировский,"Ветеранов пр., д.48",4
5.14,Кировский,"Ветеранов пр., д.52",4
5.15,Кировский,"Ветеранов пр., д.55",4
5.16,Кировский,"Ветеранов пр., д.69",4
5.17,Кировский,"Ветеранов пр., д.76",4
5.18,Кировский,"Ветеранов пр., д.80",10
5.19,Кировский,"Возрождения ул., д.17",4
5.20,Кировский,"Гапсальская ул., д.1",4
5.21,Кировский,"Генерала Симоняка ул., д.1, к.2",4
5.22,Кировский,"Генерала Симоняка ул., д.10",4
5.23,Кировский,"Дачный пр., д.19, к.1",4
5.24,Кировский,"Дачный пр., д.27, к.1",4
5.25,Кировский,"Дачный пр., д.33, к.2",4
5.26,Кировский,"Дачный пр., д.4, к.2",4
5.27,Кировский,"Дачный пр., д.9, к.1",4
